name,address,floor,toilet_name,note,color,lng,lat
南千住駅前ふれあい館 (アクレスティ南千住),東京都 東京都荒川区南千住七丁目1番1号,2F,2階バリアフリートイレ,"※南千住区民事務所（併設）の利用者も使用 | 設備: 車椅子対応, オストメイト対応, 大型ベッド, おむつ交換台",#00cc00,139.791052,35.738168
