name,address,floor,toilet_name,note,color,lng,lat
福生駅 (青梅線),東京都 福生市本町,2F,だれでもトイレ,"鉄道会社: 東日本旅客鉄道 | 路線: 青梅線 | 設備: 車椅子対応, オストメイト対応, おむつ交換台",#0066cc,139.3279,35.74243
