name,address,floor,toilet_name,note,color,lng,lat
清瀬駅 (池袋線),東京都 清瀬市元町1丁目2番4号,2F,だれでもトイレ,"鉄道会社: 西武鉄道 | 路線: 池袋線 | 設備: 車椅子対応, オストメイト対応",#0066cc,139.51977,35.772014
